Tweet,Sentiment,Polarity
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
Book written by Halifax children R Is For Reparations released ,Neutral,0
My God So heartbreaking Prayers for those poor angels,Neutral,0
SkorizmaCom FC Halifax Town Havant Waterlooville Skorizma Tahmini lk Yar 00 Ma Sonu 00 lk Yar 00 Ma Sonu 00 tamaml,Neutral,0
AdmiraltyMuseum At this very moment 101 years ago today the SS Florizel was scheduled to leave St Johns sailing to Halifax then N,Neutral,0
 Public funeral held for the seven Syrian refugee children who died in Halifax house fire ,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
BrettCBC The GoFundMe campaign to help the Barho family after their fatal house fire is now the second largest in Canadian history n,Negative,-0.052631579
BrettCBC Watch Live Barho family funeral in Halifax,Neutral,0
DanBedell Wise words from Imam at todays funeral for 7 Syrian immigrant children who died Tuesday in Halifax house fire Life is s,Neutral,0
anthony46938968 Public funeral underway for 7 siblings lost in Halifax house fire ,Negative,-0.076923077
Did you know I was on the cover There is even 2 pages of an article on me and male escorting It is fun to see you ,Positive,0.058823529
andrewallison Credit where credit is due NickyMorgan01 is working hard with people like SteveBakerHW and JacobReesMogg to get a,Positive,0.125
I am praying for that family ,Neutral,0
DanBedell Wise words from Imam at todays funeral for 7 Syrian immigrant children who died Tuesday in Halifax house fire Life is s,Neutral,0
kenMmyers No parking spot no problem will just block the driveway DBagParkingHFX Halifax halifaxforum ,Negative,-0.0625
Canadians are so decent Bless them ,Positive,0.166666667
Most mortgages go to firsttime buyers Halifax research shows ,Neutral,0
sdpuddicombe Hundreds upon hundreds turn out for the funerals of the seven Syrian children lost in a tragic fire earlier this week in,Negative,-0.117647059
BrettCBC The GoFundMe campaign to help the Barho family after their fatal house fire is now the second largest in Canadian history n,Negative,-0.052631579
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
As first responders were carrying in coffins the mic picked up their mother I think CC packed but silent and all y ,Positive,0.055555556
DolbyVixen Im just gonna leave this FursuitFriday pic here and let all of you figure it out furry fursuit fursuiter vixen Ha,Neutral,0
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
BrettCBC The GoFundMe campaign to help the Barho family after their fatal house fire is now the second largest in Canadian history n,Negative,-0.052631579
BrettCBC The family has asked for emergency staff to be part of todays ceremony Representatives from Halifax fire police services,Negative,-0.0625
Public funeral held for the seven Syrian refugee children who died in Halifax house fire More than 800 Friends an ,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
BankersWatchDog mrC69 ShawningArmor UpCanuck SexySloth01 DougHawk Danbalkwill1 mayoushtak DissidentJay BretSears Disillus,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
Very sad indeed RIP,Negative,-0.166666667
15h59 EnvCanada a mis avertissement Vent Halifax NSMeteo ,Neutral,0
15h59 EnvCanada a mis avertissement Vent HalifaxShearwater NSMeteo ,Neutral,0
1559 EnvCanada issued warning Wind Halifax NSStorm ,Neutral,0
1559 EnvCanada issued warning Wind HalifaxShearwater NSStorm ,Neutral,0
KaylaHounsell With you from afar Halifax ,Neutral,0
FreeMediaHub Public funeral underway for 7 siblings lost in Halifax house fire ,Negative,-0.076923077
Awaiting all LNFBForum2019 attendees for the keynote by Justice Anne Derrick feminism halifax ,Neutral,0
SallyTaylor85 Says it all really Braintree as bad as it gets but have taken 4 points off Salford Halifax are the ,Negative,-0.0625
Dried sage Boston fern basking in the rainbows rainbow sage driedsage dryingherbs houseplants ,Neutral,0
CBCCanada Halifax funeral for 7 children lost in fire open to public ,Negative,-0.083333333
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
They fled Syria and ended up dying in a tragic accident There are no Gods or spirits watching over us and we know ,Negative,-0.058823529
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
This picture is the saddest thing in lifeIf this doesnt touch you in some way I dont know if anything will ,Neutral,0
Wnd WSW 16 kmh Max 341 kmh at 1340 Dry T 18C Chill 8C H 08C L 103C Rn24h 03 mm DP 101C Hum 5 ,Neutral,0
Hey Halifax Grab your HBFF19 All Access Pass today become a loud supporter of Diversity off on screen Get ,Neutral,0
Funeral Plans Announced For Seven Syrian Children Killed In Halifax Fire ,Neutral,0
great Geoff Regan whats a point of thus calibration why doors unlocked before now tea party cold season,Neutral,0
HIGH PRIORITY WIND WARNING Issued for Halifax Shearwater Updated Feb 23rd 1559 AST ,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
NatashaPace Halifax Regional Police Halifax fire have just arrived at the Cunard Centre to take part in todays funeral for the Bar,Neutral,0
Grateful to Kawthar Barho for her strength and generosity in inviting all of us to the BarhoFamily service in Halifax,Positive,0.083333333
Can you recommend anyone for this job in Halifax NS Retail,Positive,0.111111111
BrettCBC The family has asked for emergency staff to be part of todays ceremony Representatives from Halifax fire police services,Negative,-0.0625
BrettCBC The family has asked for emergency staff to be part of todays ceremony Representatives from Halifax fire police services,Negative,-0.0625
NatashaPace Halifax Regional Police Halifax fire have just arrived at the Cunard Centre to take part in todays funeral for the Bar,Neutral,0
Daily Horoscope for Sat Feb 23rd 2019 lokol halifax,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
jillemacd The real adventure will be landing in Halifax tomorrow evening in the middle of a snowstorm 15 cm with high winds Wheeeedisplaytextrange11134,Neutral,0
BrettCBC The GoFundMe campaign to help the Barho family after their fatal house fire is now the second largest in Canadian history n,Negative,-0.052631579
DanBedell Wise words from Imam at todays funeral for 7 Syrian immigrant children who died Tuesday in Halifax house fire Life is s,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
TheCraggs1 Free marketing event in Halifax ,Neutral,0
VestsCanada 12 We received these photos from someone in the UWR fb group Post was taken down quickly thankfully Still it was met,Positive,0.055555556
VaDOTLynchburg A number of roads are closed in Halifax and Pittsylvania counties due to high water Visit for,Neutral,0
We love them and we love you Funeral held for all 7 children killed in Halifax house fire ,Neutral,0
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
BankersWatchDog mrC69 ShawningArmor UpCanuck SexySloth01 DougHawk Danbalkwill1 mayoushtak DissidentJay BretSears Disillus,Neutral,0
Hundreds of mourners filled a cavernous hall on the Halifax waterfront Saturday for the public funeral of seven c ,Negative,-0.066666667
DanBedell Wise words from Imam at todays funeral for 7 Syrian immigrant children who died Tuesday in Halifax house fire Life is s,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
aiglesbleus Flicitations Martial Kouam Ouattara ancien joueur des aiglesbleus socceraigles qui vient de signer un premier contr,Positive,0.052631579
What an awesome afternoon with HKCDogs Halifax Dogs dogsoftwitter ,Positive,0.090909091
BaieRunPets What an awesome afternoon with HKCDogs Halifax Dogs dogsoftwitter ,Positive,0.083333333
Oh dear GOD,Neutral,0
The 7 Halifax kids had a televised Honour Gaurd Is that because it was so tragic because there were 7 of them ,Negative,-0.076923077
BrettCBC The GoFundMe campaign to help the Barho family after their fatal house fire is now the second largest in Canadian history n,Negative,-0.052631579
I have a few ideas a bus from Halifax to Dean Head 565,Neutral,0
I didnt see about the Halifax house fire til this morning the news cycles these days are too much lets be real ,Neutral,0
mrstopviolence Please respect mothers wishes to NOT be filmed or photographed at the funeral for her children today BarhoFamily Ha,Positive,0.066666667
mrstopviolence This picture is the saddest thing in lifeIf this doesnt touch you in some way I dont know if anything will,Neutral,0
FreeMediaHub Public funeral underway for 7 siblings lost in Halifax house fire ,Negative,-0.076923077
Halifax cartoonist caves to outrage mob over edgy WilsonRaybould sketch ,Negative,-0.090909091
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
journalmetro Des centaines de personnes aux funrailles des enfants de la famille Barho ,Neutral,0
4pm Halifax Shearwater Weather,Neutral,0
So saddening Fire accident that wiped out wall children of one young Syrian family Seven little ones in Halifax Nov ,Negative,-0.052631579
